"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SUVTPLNY","conferencePaper","2021","Qin, Z.; Zhang, M.","Research on news recommendation algorithm based on user interest and timeliness modeling","","","","10.1145/3448734.3450933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105975793&doi=10.1145%2f3448734.3450933&partnerID=40&md5=b5edb6364a66b13a9478df65190ae5e5","Aiming at personalized news recommendation, a news recommendation model based on user interest and timeliness is proposed. Firstly, tF-IDF text classification is applied to analyze the characteristics of user behavior and news text, and a user interest model based on the interest degree of user behavior characteristics and news text characteristics is constructed. Then, the ebbinghaus forgetting curve is used to construct the time-based function and integrate it into the user's interest model for time weighting. On this basis, the adaptive updating strategy of the user's interest model is designed to solve the problem of user's interest variability. Finally, the weighted Jaccard similarity is used to analyze the similarity between users' interest preferences and news text features and generate personalized recommendations. Experiments show that the news recommendation model based on user interest and timeliness is superior to the traditional news recommendation algorithm in terms of accuracy and recall rate, and has higher recommendation performance. © 2021 ACM.","2021","2022-03-24 08:56:09","2022-04-13 16:38:21","","","","","PartF168982","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","Citation Key: Qin2021 tex.affiliation: South China Institute of Software Engineering, Guangzhou University, Guangzhou, 510990, China tex.art_number: 3450933 tex.author_keywords: Model updating; News recommendation; Timeliness; User interest tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\7IAC63LD\Qin and Zhang - 2021 - Research on News Recommendation Algorithm Based on.pdf","","enter; Implementation; officially_included; timeliness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RIGHZ3M","conferencePaper","2021","Raza, S.; Ding, C.","Deep neural network to tradeoff between accuracy and diversity in a news recommender system","","","","10.1109/BigData52589.2021.9671467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125300774&doi=10.1109%2fBigData52589.2021.9671467&partnerID=40&md5=4c5bf76511c6463f047662b7e128ba95","The news recommender systems are marked by a few unique challenges specific to the news domain. These challenges emerge from rapidly evolving readers' interests over dynamically generated news items that continuously change over time. News reading is driven by a blend of a reader's long-term and short-term interests. In addition, diversity is required in a news recommender system to keep the reader engaged in the reading process and get them exposed to different views and opinions. This paper proposes a deep neural network that jointly learns news and user representation in a unified framework. It learns the news representation (features) from the headlines, snippets (body) and taxonomy (category, subcategory) of news. The attention mechanism learns a reader's long-term interests from the complete click history, short-term interests from recent clicks via LSTMs and diverse interests. We also apply different levels of attention to our model. We conduct extensive experiments on two news datasets to demonstrate the effectiveness of our approach. © 2021 IEEE.","2021","2022-03-24 08:56:30","2022-04-13 16:38:21","","5246-5256","","","","","","","Proceedings - 2021 IEEE International Conference on Big Data, Big Data 2021","","","","","","","","","","","","","Citation Key: Raza20215246 tex.affiliation: Ryerson University, Department of Computer Science, Toronto, Canada tex.author_keywords: Accuracy; Attention; Deep Neural Network; Diversity; Recommender System tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\LRKPSMSR\Raza and Ding - 2021 - Deep Neural Network to Tradeoff between Accuracy a.pdf","","diversity; enter; Implementation; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R68IH6QS","conferencePaper","2021","Wang, J.; Tan, J.; Chen, J.; Jin, H.","A knowledge-aware and time-sensitive financial news recommendation system based on firm relation derivation","","","","10.1109/ICDMW53433.2021.00146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125292048&doi=10.1109%2fICDMW53433.2021.00146&partnerID=40&md5=44695a4541a06fc03151dfbe61863e02","Investors are increasingly accessing media information and constantly updating their expectations of the market, which has led to the media-aware stock movements. Most previous studies have focused on modeling the relationship between media and stock volatility through advanced algorithms to improve prediction. Only a few studies have attempted to identify and recommend influential media news. Here, we argue that the previous recommendation system is not suitable for this financial scenario in two facts. For one thing, media are distinguished by the meaning they convey, and their value needs to be measured by the quality and comprehensiveness of their content, not by user interest. Second, the recommended media needs to be selected based on the time-sensitive and firm-related characteristics of the stock market. To address these issues, a financial news recommendation system is proposed to accommodate media-aware stock movements. Specifically, a knowledge-aware method is utilized to capture media news containing key content, and a finance-oriented mechanism is further proposed to recommend news articles that incorporate firm relationships and are within their impact time. Experiments performed on real datasets demonstrate that the proposed method is beneficial for financial news recommendation applications. © 2021 IEEE.","2021","2022-03-24 08:56:30","2022-04-13 16:38:21","","1104-1111","","","2021-December","","","","IEEE International Conference on Data Mining Workshops, ICDMW","","","","","","","","","","","","","Citation Key: Wang20211104 tex.affiliation: Southwestern University of Finance and Economics, Chengdu, China tex.author_keywords: Financial news recommendation; Firm relations; Knowledge-aware; Media-aware; Time sensitive tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\UDH7XGIQ\wang.pdf","","enter; Framework; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3J9UVJ87","conferencePaper","2021","Sun, Y.; Kong, Q.; Huangfu, L.; Pan, J.","Domain-oriented news recommendation in security applications","","","","10.1109/ISI53945.2021.9624817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123493331&doi=10.1109%2fISI53945.2021.9624817&partnerID=40&md5=574a1e51ecdfc5cfcacf46065511b80a","The unprecedented growth of information on the Internet has brought about the problem of information overload. To alleviate this problem, news recommendation aims to select news articles for users according to their personal interests. In security applications such as intelligence collection and public opinion monitoring, it is of great importance to obtain valuable information quickly from massive news resources. Different from other application settings, users in security-related scenarios tend to browse news with a domain-oriented purpose. In contrast to the existing news recommendation methods which focus on general-purpose solutions, news recommendation in security applications needs domain-oriented solutions to incorporate users' interests in a specific domain. To this end, in this paper, we propose the problem of domain-oriented news recommendation and develop a specific news recommendation model for security applications. Specifically, our proposed Domain-oriented News Recommendation (DNR) model extracts both general and specific preferences of the user, and performs matching between the user and the candidate news from the above two aspects to combine into the final result. We construct three security-related datasets using a large-scale real-world dataset and validate the effectiveness of our method. © 2021 IEEE.","2021","2022-03-24 08:56:30","2022-04-13 16:38:21","","","","","","","","","Proceedings - 2021 IEEE International Conference on Intelligence and Security Informatics, ISI 2021","","","","","","","","","","","","","Citation Key: Sun2021 tex.affiliation: Chinese Academy of Sciences, Institute of Automation, SKL-MCCS, Beijing, 100190, China; San Diego State University, Fowler College of Business, San Diego, CA 92182, United States; CNCERT/CC, China tex.author_keywords: domain-specific user preference; news recommendation; security-related domain; user modeling tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\EJANM5UT\Sun et al. - 2021 - Domain-oriented News Recommendation in Security Ap.pdf","","discuss; enter; Implementation; Maybe; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9W9YHX7","conferencePaper","2021","Sun, Y.; Yi, F.; Zeng, C.; Li, B.; He, P.; Qiao, J.; Zhou, Y.","A hybrid approach to news recommendation based on knowledge graph and long short-term user preferences","","","","10.1109/SCC53864.2021.00029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123301103&doi=10.1109%2fSCC53864.2021.00029&partnerID=40&md5=a2fae0258f42caf98aaf32515248bfac","Currently, most news recommendation methods mainly rely on the representation of single information, and only a few methods consider various information. The rich knowledge entities and common sense of news are often ignored. To do this, a hybrid news recommendation method based on a knowledge graph and long short-term user preferences is proposed. First, the attention network is introduced to extract important words, features, and entities from a variety of news information and linked entity information to represent news. Then, using long-term user representations to initialize the hidden states of the gate recurrent unit network, built for short-term user representations, to learn the final representation of users. We conducted a comprehensive experimental study by comparing several baseline methods. The results show that our proposed model can achieve higher recommendation accuracy. © 2021 IEEE.","2021","2022-03-24 08:56:30","2022-04-13 16:38:21","","165-173","","","","","","","Proceedings - 2021 IEEE International Conference on Services Computing, SCC 2021","","","","","","","","","","","","","Citation Key: Sun2021165 tex.affiliation: School of Computer Science and Information Engineering, Hubei University, WuHan, China; School of Computer Science Wuhan University, WuHan, China tex.author_keywords: Attention network; Knowledge graph; Long and short-term preferences; Multi-feature deep learning; News recommendation tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\PFGXPYVW\sun.pdf","","enter; Implementation; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88FM96DF","journalArticle","2021","Wieland, M.; Von Nordheim, G.; Kleinen-Von Königslöw, K.","One recommender fits all? An exploration of user satisfaction with text-based news recommender systems","Media and Communication","","","10.17645/mac.v9i4.4241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119207228&doi=10.17645%2fmac.v9i4.4241&partnerID=40&md5=f07b3c5a351fe321cfcc4fc2f32f4929","Journalistic media increasingly address changing user behaviour online by implementing algorithmic recommendations on their pages. While social media extensively rely on user data for personalized recommendations, journalistic media may choose to aim to improve the user experience based on textual features such as thematic similarity. From a societal viewpoint, these recommendations should be as diverse as possible. Users, however, tend to prefer recommendations that enable “serendipity”-the perception of an item as a welcome surprise that strikes just the right balance between more similarly useful but still novel content. By conducting a representative online survey with n = 588 respondents, we investigate how users evaluate algorithmic news recommendations (recommendation satisfaction, as well as perceived novelty and unexpectedness) based on different similarity settings and how individual dispositions (news interest, civic information norm, need for cognitive closure, etc.) may affect these evaluations. The core piece of our survey is a self-programmed recommendation system that accesses a database of vectorized news articles. Respondents search for a personally relevant keyword and select a suitable article, after which another article is recommended automatically, at random, using one of three similarity settings. Our findings show that users prefer recommendations of the most similar articles, which are at the same time perceived as novel, but not necessarily unexpected. However, user evaluations will differ depending on personal characteristics such as formal education, the civic information norm, and the need for cognitive closure. © 2021 by the authors; licensee Cogitatio (Lisbon, Portugal).","2021","2022-03-24 08:56:30","2022-04-13 16:38:21","","208-221","","4","9","","","","","","","","","","","","","","","","","Citation Key: Wieland2021208 tex.affiliation: Institute of Journalism/Media Research, University of Hamburg, Germany tex.author_keywords: Algorithm-based recommenders; Diversity; News recommender design; Recommender field experiment; Reliable surprise tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\YIV25ZTI\Wieland et al. - 2021 - One recommender fits all An exploration of user s.pdf","","enter; officially_included; User Study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEEGPRG7","journalArticle","2021","Cools, H.; Van Gorp, B.; Opgenhaffen, M.","When algorithms recommend what’s new(S): New dynamics of decision‐making and autonomy in newsgathering","Media and Communication","","","10.17645/mac.v9i4.4173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119171400&doi=10.17645%2fmac.v9i4.4173&partnerID=40&md5=5a043f545517cb0e77a390b6ca146efd","Newsroom innovation labs have been created over the last ten years to develop algorithmic news recommenders (ANR) that suggest and summarise what news is. Although these ANRs are still in an early stage and have not yet been imple-mented in the entire newsroom, they have the potential to change how newsworkers fulfil their daily decisions (gatekeep-ing) and autonomy in setting the agenda (agenda‐setting). First, this study focuses on the new dynamics of the ANR and how it potentially influences the newsworkers’ role of gatekeeping within the newsgathering process. Second, this study investigates how the dynamics of an ANR could influence the autonomy of the newsworkers’ role as media agenda setters. In order to advance our understanding of the changing dynamics of gatekeeping and agenda‐setting in the newsroom, this study conducts expert interviews with 16 members of newsroom innovation labs of The Washington Post, The Wall Street Journal, Der Spiegel, the BBC, and the Bayerische Rundfunk (BR) radio station. The results show that when newsworkers interact with ANRs, they rely on suggestions and summaries to evaluate what is newsworthy, especially when there is a “news peak” (elections, a worldwide pandemic, etc.). With regard to the agenda‐setting role, the newsworker still has full autonomy, but the ANR creates a “positive acceleration effect” on how certain topics are put on the agenda. © 2021 by the authors; licensee Cogitatio (Lisbon, Portugal).","2021","2022-03-24 08:56:30","2022-04-13 16:38:21","","198-207","","4","9","","","","","","","","","","","","","","","","","Citation Key: Cools2021198 tex.affiliation: Institute for Media Studies, KU Leuven, Belgium tex.author_keywords: Agenda‐setting; Algorithmic news recommenders; Gatekeeping; Newsroom innovation labs tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\ARVKRAUF\Cools et al. - 2021 - When algorithms recommend what’s new(S) New dynam.pdf","","enter; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3U8AQAIF","journalArticle","2021","Sivetc, L.; Wijermars, M.","The vulnerabilities of trusted notifier-models in Russia: The case of netoscope","Media and Communication","","","10.17645/mac.v9i4.4237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117389505&doi=10.17645%2fmac.v9i4.4237&partnerID=40&md5=7ecc3b245b855ca59df2a2c5e4b636e5","Current digital ecosystems are shaped by platformisation, algorithmic recommender systems, and news personalisation. These (algorithmic) infrastructures influence online news dissemination and therefore necessitate a reconceptualisation of how online media control is or may be exercised in states with restricted media freedom. Indeed, the degree of media plurality and journalistic independence becomes irrelevant when reporting is available but difficult to access; for exam-ple, if the websites of media outlets are not indexed or recommended by the search engines, news aggregators, or social media platforms that function as algorithmic gatekeepers. Research approaches to media control need to be broadened because authoritarian governments are increasingly adopting policies that govern the internet through its infrastructure; the power they leverage against private infrastructure owners yields more effective—and less easily perceptible—control over online content dissemination. Zooming in on the use of trusted notifier-models to counter online harms in Russia, we examine the Netoscope project (a database of Russian domain names suspected of malware, botnet, or phishing activi-ties) in which federal censor Roskomnadzor cooperates with, e.g., Yandex (that downranks listed domains in search results), Kaspersky, and foreign partners. Based on publicly available reports, media coverage, and semi-structured interviews, the article analyses the degree of influence, control, and oversight of Netoscope’s participating partners over the database and its applications. We argue that, in the absence of effective legal safeguards and transparency requirements, the politicised nature of internet infrastructure makes the trusted notifier-model vulnerable to abuse in authoritarian states. © 2021 by the authors; licensee Cogitatio (Lisbon, Portugal).","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","27-39","","4","9","","","","","","","","","","","","","","","","","Citation Key: Sivetc202127 tex.affiliation: Faculty of Law, University of Turku, Finland; Faculty of Arts and Social Sciences, Maastricht University, Netherlands tex.author_keywords: Authoritarian states; Internet governance; Internet sovereignty; Netoscope project; News personalisation; Platformisation; Roskomnadzor; Russia; Trusted notifier-model tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\I5NX2Q9Q\Sivetc and Wijermars - 2021 - The vulnerabilities of trusted notifier-models in .pdf","","enter; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4CB7Y37","conferencePaper","2021","Reuver, M.; Mattis, N.","Implementing evaluation metrics based on theories of democracy in news comment recommendation (hackathon report)","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115661671&partnerID=40&md5=6cdeca9bd548a149109fcf967d0e97a5","Diversity in news recommendation is important for democratic debate. Current recommendation strategies, as well as evaluation metrics for recommender systems, do not explicitly focus on this aspect of news recommendation. In the 2021 Embeddia Hackathon, we implemented one novel, normative theory-based evaluation metric, “activation”, and use it to compare two recommendation strategies of New York Times comments, one based on user likes and another on editor picks. We found that both comment recommendation strategies lead to recommendations consistently less activating than the available comments in the pool of data, but the editor’s picks more so. This might indicate that New York Times editors’ support a deliberative democratic model, in which less activation is deemed ideal for democratic debate. © Association for Computational Linguistics","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","134-139","","","","","","","EACL Hackashop on News Media Content Analysis and Automated Report Generation, Hackashop 2021 at 16th conference of the European Chapter of the Association for Computational Linguistics, EACL 2021 - Proceedings","","","","","","","","","","","","","Citation Key: Reuver2021134 tex.affiliation: CLTL, Dept. of Language, Literature and Communication, Vrije Universiteit Amsterdam, Netherlands; Dept. of Communication Science, Faculty of Social Science, Vrije Universiteit Amsterdam, Netherlands tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\63ZYGJQG\Reuver and Mattis - 2021 - Implementing Evaluation Metrics Based on Theories .pdf","","democratic model; enter; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYTTGHQK","journalArticle","2021","Makhortykh, M.; Wijermars, M.","Can filter bubbles protect information freedom? Discussions of algorithmic news recommenders in eastern europe","Digital Journalism","","","10.1080/21670811.2021.1970601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115061401&doi=10.1080%2f21670811.2021.1970601&partnerID=40&md5=48d05110c973ed6bdb6c1365c4ecb56c","The increasing use of recommender systems to provide personalized news delivery influences media systems worldwide. Using different data sources to predict what content will be interesting for specific readers, recommender systems can better accommodate individual information needs, but also raise concerns about potential audience fragmentation. However, current assessments of the effects of news personalization are predominantly based on observations from Western democracies. This Western-centric approach raises concerns about these assessments’ applicability to other contexts, in particular non-democratic ones, and brings to question the influence of prevalent Western conceptualisations of news personalization (e.g., filter bubbles) on attitudes towards it in non-Western countries. To address this gap, we scrutinize discussions of the promises and threats of news personalization in countries characterized by limited press freedom: Belarus, Russia and Ukraine. Using document analysis, we examine how three categories of actors—academics, journalists and IT specialists—discuss news personalization and the ways it can affect the public sphere. Through our analysis we uncover how Western conceptualisations of news personalization interact with discussions about it in non-democratic media systems and scrutinize whether existing concerns about personalization are applicable to non-Western contexts. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","","","","","","","","","","","","","","","","","","","","","Citation Key: Makhortykh2021 tex.affiliation: Institute of Communication and Media Studies, University of Bern, Bern, Switzerland; Faculty of Arts and Social Sciences, Maastricht University, Maastricht, Netherlands tex.author_keywords: algorithms; Digital news; filter bubbles; news personalization; post-Soviet tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\XW85ZZ5I\Makhortykh and Wijermars - 2021 - Can Filter Bubbles Protect Information Freedom Di.pdf","","enter; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF3U86SB","conferencePaper","2021","Qi, T.; Wu, F.; Wu, C.; Huang, Y.","PP-Rec: News recommendation with personalized user interest and time-aware news popularity","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112097086&partnerID=40&md5=a6beb873b6c63a932b8a1f6e83b2b634","Personalized news recommendation methods are widely used in online news services. These methods usually recommend news based on the matching between news content and user interest inferred from historical behaviors. However, these methods usually have difficulties in making accurate recommendations to cold-start users, and tend to recommend similar news with those users have read. In general, popular news usually contain important information and can attract users with different interests. Besides, they are usually diverse in content and topic. Thus, in this paper we propose to incorporate news popularity information to alleviate the cold-start and diversity problems for personalized news recommendation. In our method, the ranking score for recommending a candidate news to a target user is the combination of a personalized matching score and a news popularity score. The former is used to capture the personalized user interest in news. The latter is used to measure time-aware popularity of candidate news, which is predicted based on news content, recency, and real-time CTR using a unified framework. Besides, we propose a popularity-aware user encoder to eliminate the popularity bias in user behaviors for accurate interest modeling. Experiments on two real-world datasets show our method can effectively improve the accuracy and diversity for news recommendation. © 2021 Association for Computational Linguistics","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","5457-5467","","","","","","","ACL-IJCNLP 2021 - 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing, Proceedings of the Conference","","","","","","","","","","","","","Citation Key: Qi20215457 tex.affiliation: Department of Electronic Engineering and BNRist, Tsinghua University, Beijing, 100084, China; Microsoft Research Asia, Beijing, 100080, China tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\DSJT5SF7\Qi et al. - 2021 - PP-Rec News Recommendation with Personalized User.pdf","","coffee; elephant; enter; Implementation; officially_included; timeliness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJV4IYVR","journalArticle","2021","Gharahighehi, A.; Vens, C.","Diversification in session-based news recommender systems","Personal and Ubiquitous Computing","","","10.1007/s00779-021-01606-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111535257&doi=10.1007%2fs00779-021-01606-4&partnerID=40&md5=36622e9620ace81b30d7742bc522fcfe","Recommender systems are widely applied in digital platforms such as news websites to personalize services based on user preferences. In news websites, most of users are anonymous and the only available data is sequences of items in anonymous sessions. Due to this, typical collaborative filtering methods, which are highly applied in many applications, are not effective in news recommendations. In this context, session-based recommenders are able to recommend next items given the sequence of previous items in the active session. Neighborhood-based session-based recommenders have been shown to be highly effective compared to more sophisticated approaches. In this study, we propose scenarios to make these session-based recommender systems diversity-aware and to address the filter bubble phenomenon. The filter bubble phenomenon is a common concern in news recommendation systems and it occurs when the system narrows the information and deprives users of diverse information. The results of applying the proposed scenarios show that these diversification scenarios improve the diversity measures in these session-based recommender systems based on four news datasets. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","","","","","","","","","","","","","","","","","","","","","Citation Key: Gharahighehi2021 tex.affiliation: Itec, imec Research Group at KU Leuven, Kortrijk, Belgium; KU Leuven, Campus KULAK, Department of Public Health and Primary Care, Kortrijk, Belgium tex.author_keywords: Diversity; Filter bubble phenomenon; News recommendation; Session-based recommender system tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\FGB5323U\Gharahighehi and Vens - 2021 - Diversification in session-based news recommender .pdf","","enter; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49GHC6TI","journalArticle","2021","Bastian, M.; Helberger, N.; Makhortykh, M.","Safeguarding the journalistic DNA: Attitudes towards the role of professional values in algorithmic news recommender designs","Digital Journalism","","","10.1080/21670811.2021.1912622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111085487&doi=10.1080%2f21670811.2021.1912622&partnerID=40&md5=94b2e99c863bc91a563788ff35561ff1","In contrast to the extensive debate on the influence of algorithmic news recommenders (ANRs) on individual news diets, the interaction between such systems and journalistic norms and missions remain under-studied. The change in the relationship between journalists and the audience caused by the transition to personalized news delivery has profound consequences for the understanding of what journalism should be. To investigate how media practitioners perceive the impact of ANRs on their professional norms and media organizations’ missions, and how these norms and missions can be integrated into ANR design, this article looks at two quality newspapers from the Netherlands and Switzerland. Using an interview-based approach conducted with practitioners in different departments (e.g. journalists, data scientists, and product managers), it explores how ANRs interact with organization-centred and audience-centred journalistic values. The paper’s findings indicate a varying degree of prominence for specific values between individual practitioners in the context of their perception of ANRs. At the same time, the paper also reveals that some organization-centred (e.g. transparency) and most audience-centred (e.g. usability) values are viewed as prerequisites for successful ANR design by practitioners with different professional backgrounds. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","835-863","","6","9","","","","","","","","","","","","","","","","","Citation Key: Bastian2021835 tex.affiliation: Institute for Information Law, University of Amsterdam, Amsterdam, Netherlands; Institute of Communication and Media Studies, University of Bern, Bern, Switzerland tex.author_keywords: algorithms; artificial intelligence; journalistic quality; journalistic values; media ethics; news distribution; recommender systems; value-sensitive design tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\QAZRJTI5\Bastian et al. - 2021 - Safeguarding the Journalistic DNA Attitudes towar.pdf","","enter; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRLM4RD8","journalArticle","2021","Shin, D.","Why does explainability matter in news analytic systems? Proposing explainable analytic journalism","Journalism Studies","","","10.1080/1461670X.2021.1916984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106723591&doi=10.1080%2f1461670X.2021.1916984&partnerID=40&md5=2d1b622bf26fc467b0c8978e60c6e156","As the use of algorithms has emerged in journalism, analytic/algorithmic journalism (AJ) has seen rapid development in major news organizations. Despite this surging trend, little is known about the role and the effects of explainability on the process by which people perceive and make sense of trust in an algorithm-driven AI system. While AJ has greatly benefited from increasingly sophisticated algorithm technologies, AJ suffers from a lack of transparency and understandability for readers. We identify explainability as a heuristic cue of an algorithm and conceptualizes it in relation to trust by testing how it affects user emotion with AJ. Our experiments show that the addition of interpretable explanations leads to enhanced trust in the context of AJ and readers' trust hinges upon the perceived normative values that are used to assess algorithmic qualities. Explanations of why certain news articles are recommended give users emotional assurance and affirmation. Mediation analyses show that explanatory cues play a mediating role between trust and performance expectancy. The results have implications for the inclusion of explanatory cues in AJ, which help to increase credibility and help users to assess AJ value. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","2021","2022-03-24 08:56:31","2022-04-13 16:38:21","","1047-1065","","8","22","","","","","","","","","","","","","","","","","Citation Key: Shin20211047 tex.affiliation: College of Communication and Media Science, Zayed University, Abu Dhabi, United Arab Emirates tex.author_keywords: analytic journalism; explainable algorithmic journalism; Explainable journalism; explanatory cues; interpretability; news personalization; understandability tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\GZIKLFML\Shin - 2021 - Why Does Explainability Matter in News Analytic Sy.pdf","","enter; officially_included; User Study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
